fin_year,mnth,lgd_state_code,state_name,lgd_district_code,district_name,scheme_code,total_beneficiaries,total_sc,total_st,total_gen,total_obc,total_aadhar,total_mobileno,lastUpdated
2023-2024,01,8,RAJASTHAN,87,ALWAR,IGNWPS,11243,2622,912,3154,4555,9431,10285,2024-07-31
2023-2024,01,8,RAJASTHAN,90,BARMER,IGNWPS,16057,3201,1378,3441,8037,13477,13811,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",132,BIJNOR,IGNWPS,5994,2212,39,487,3256,1744,3053,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",133,BUDAUN,IGNWPS,17338,4416,0,3676,9246,1783,6412,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",135,CHANDAULI,IGNWPS,18301,6466,0,3716,8119,3716,8490,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",147,GONDA,IGNWPS,29327,6553,0,10803,11971,4326,13839,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",149,HAMIRPUR,IGNWPS,7870,1947,0,1075,4848,1744,3613,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",151,JALAUN,IGNWPS,5679,2206,0,1385,2088,1848,2928,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",156,"KANPUR DEHAT",IGNWPS,7995,2260,4,2601,3130,2334,4772,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",165,MAHOBA,IGNWPS,5638,1773,0,1030,2835,2009,2709,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",174,PRATAPGARH,IGNWPS,19548,6402,0,4404,8742,3766,10263,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",175,"RAE BARELI",IGNWPS,17849,7398,0,3620,6831,3585,7577,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",176,RAMPUR,IGNWPS,23245,3169,0,7868,12208,3655,8842,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",178,"SANT KABEER NAGAR",IGNWPS,7284,1739,0,1624,3921,1424,3214,2024-07-31
2023-2024,01,9,"UTTAR PRADESH",183,SITAPUR,IGNWPS,44506,17780,17,13161,13548,2080,15500,2024-07-31
2024-2025,04,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNWPS,606,0,1,604,1,498,215,2024-07-31
2024-2025,04,10,BIHAR,188,ARARIA,IGNWPS,24822,3283,135,20275,1129,15807,17268,2024-07-31
2024-2025,04,10,BIHAR,191,BEGUSARAI,IGNWPS,17082,3313,92,9781,3896,13612,13806,2024-07-31
2024-2025,04,10,BIHAR,193,BHOJPUR,IGNWPS,10092,2050,126,4385,3531,5455,7795,2024-07-31
2024-2025,04,10,BIHAR,204,LAKHISARAI,IGNWPS,4116,684,34,1588,1810,2883,3181,2024-07-31
2024-2025,04,10,BIHAR,206,MADHUBANI,IGNWPS,34795,2924,144,27609,4118,23990,27940,2024-07-31
2024-2025,04,10,BIHAR,209,NALANDA,IGNWPS,15769,3326,174,8313,3956,10427,12330,2024-07-31
2024-2025,04,10,BIHAR,213,"PURBI CHAMPARAN",IGNWPS,27427,4619,306,18059,4443,15564,19548,2024-07-31
2024-2025,04,11,SIKKIM,225,"EAST DISTRICT",IGNWPS,664,60,232,224,148,0,132,2024-07-31
2024-2025,04,11,SIKKIM,226,"NORTH DISTRICT",IGNWPS,73,2,71,0,0,0,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",229,CHANGLANG,IGNWPS,349,0,349,0,0,230,319,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNWPS,78,0,78,0,0,51,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",232,"EAST SIANG",IGNWPS,290,0,290,0,0,198,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",235,"LOWER DIBANG VALLEY",IGNWPS,200,0,144,55,1,145,30,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",240,"UPPER SIANG",IGNWPS,88,0,88,0,0,61,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNWPS,413,0,413,0,0,226,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",243,"WEST SIANG",IGNWPS,351,0,351,0,0,231,2,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",628,ANJAW,IGNWPS,148,0,148,0,0,102,0,2024-07-31
2024-2025,04,12,"ARUNACHAL PRADESH",724,LEPARADA,IGNWPS,131,0,131,0,0,80,0,2024-07-31
2024-2025,04,13,NAGALAND,247,MON,IGNWPS,465,0,465,0,0,0,0,2024-07-31
2024-2025,04,13,NAGALAND,251,ZUNHEBOTO,IGNWPS,434,1,433,0,0,75,0,2024-07-31
2024-2025,04,13,NAGALAND,614,KIPHIRE,IGNWPS,201,0,201,0,0,51,1,2024-07-31
2024-2025,04,14,MANIPUR,253,CHANDEL,IGNWPS,258,0,190,51,17,122,8,2024-07-31
2024-2025,04,14,MANIPUR,258,TAMENGLONG,IGNWPS,291,0,199,92,0,147,0,2024-07-31
2024-2025,04,15,MIZORAM,262,CHAMPHAI,IGNWPS,214,0,214,0,0,189,185,2024-07-31
2024-2025,04,16,TRIPURA,272,"WEST TRIPURA",IGNWPS,3628,722,598,1635,673,2024,53,2024-07-31
2024-2025,04,17,MEGHALAYA,657,"EAST JAINTIA HILLS",IGNWPS,346,0,207,139,0,239,58,2024-07-31
2024-2025,04,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNWPS,325,7,253,58,7,252,2,2024-07-31
2024-2025,04,18,ASSAM,287,GOALPARA,IGNWPS,4402,30,168,4147,57,3498,3391,2024-07-31
2024-2025,04,18,ASSAM,294,KOKRAJHAR,IGNWPS,3663,168,1639,973,883,2920,3065,2024-07-31
2024-2025,04,18,ASSAM,300,SIVASAGAR,IGNWPS,4011,171,101,2399,1340,3316,3317,2024-07-31
2024-2025,04,19,"WEST BENGAL",306,"PURBA BURDWAN",IGNWPS,64908,26844,5790,30205,2007,63980,56504,2024-07-31
2024-2025,04,19,"WEST BENGAL",311,"DINAJPUR UTTAR",IGNWPS,23191,6218,1054,15588,330,22559,21147,2024-07-31
2024-2025,04,19,"WEST BENGAL",313,HOWRAH,IGNWPS,22432,4281,73,17765,300,21717,21258,2024-07-31
2024-2025,04,19,"WEST BENGAL",316,MALDAH,IGNWPS,36689,6589,2159,27531,401,35823,35784,2024-07-31
2024-2025,04,19,"WEST BENGAL",317,"PURBA MEDINIPUR",IGNWPS,32225,3928,541,27632,117,31836,30472,2024-07-31
2024-2025,04,19,"WEST BENGAL",318,"PASCHIM MEDINIPUR",IGNWPS,47160,11858,6870,27907,511,46290,44678,2024-07-31
2024-2025,04,20,JHARKHAND,327,"PURBI SINGHBHUM",IGNWPS,10230,495,3340,4666,1729,10133,5821,2024-07-31
2024-2025,04,20,JHARKHAND,332,HAZARIBAG,IGNWPS,17294,3630,93,12882,689,16766,12651,2024-07-31
2024-2025,04,20,JHARKHAND,336,LOHARDAGA,IGNWPS,4040,244,1653,1761,382,3962,372,2024-07-31
2024-2025,04,21,ODISHA,352,DHENKANAL,IGNWPS,15560,2147,1007,10176,2230,15560,8544,2024-07-31
2024-2025,04,21,ODISHA,353,GAJAPATI,IGNWPS,11411,687,5865,2291,2568,11189,8237,2024-07-31
2024-2025,04,21,ODISHA,358,KALAHANDI,IGNWPS,22098,3313,4962,7195,6628,21360,10235,2024-07-31
2024-2025,04,21,ODISHA,369,PURI,IGNWPS,17497,1397,13,12357,3730,16558,12124,2024-07-31
2024-2025,04,21,ODISHA,370,RAYAGADA,IGNWPS,23769,2581,12797,6292,2099,22245,6295,2024-07-31
2024-2025,04,21,ODISHA,372,SONEPUR,IGNWPS,6705,1568,631,1865,2641,6697,4014,2024-07-31
2024-2025,04,21,ODISHA,373,SUNDARGARH,IGNWPS,25305,1816,10324,11860,1305,24326,18010,2024-07-31
2024-2025,04,22,CHHATTISGARH,375,BILASPUR,IGNWPS,12835,978,996,7101,3760,11192,4615,2024-07-31
2024-2025,04,22,CHHATTISGARH,379,JANJGIR-CHAMPA,IGNWPS,5317,896,320,2379,1722,4613,449,2024-07-31
2024-2025,04,22,CHHATTISGARH,383,KORBA,IGNWPS,9852,710,3566,3361,2215,8825,915,2024-07-31
2024-2025,04,22,CHHATTISGARH,648,SURAJPUR,IGNWPS,4270,138,1247,2066,819,4117,1802,2024-07-31
2024-2025,04,22,CHHATTISGARH,759,"KHAIRAGARH CHHUIKHADAN GANDAI",IGNWPS,2888,354,340,293,1901,2770,1470,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",393,BARWANI,IGNWPS,20079,1817,12821,732,4709,8546,5683,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",396,BHOPAL,IGNWPS,10859,2149,513,3744,4453,5003,1771,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",408,HARDA,IGNWPS,4971,1225,1494,398,1854,2787,1048,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",414,KHARGONE,IGNWPS,19002,3774,6059,1682,7487,11029,7574,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",415,MANDLA,IGNWPS,24757,1428,14392,567,8370,15435,6628,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",418,NARSINGHPUR,IGNWPS,15765,3319,2860,1538,8048,9251,3973,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",419,NEEMUCH,IGNWPS,10278,2057,1561,1414,5246,5486,2633,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",424,REWA,IGNWPS,20754,4093,4051,5148,7462,8384,4242,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",429,SHAHDOL,IGNWPS,18637,1756,10569,1730,4582,9419,3544,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",430,SHAJAPUR,IGNWPS,10723,3775,505,1477,4966,5342,3056,2024-07-31
2024-2025,04,23,"MADHYA PRADESH",434,TIKAMGARH,IGNWPS,14356,4378,1295,1126,7557,6673,3772,2024-07-31
2024-2025,04,24,GUJARAT,445,DAHOD,IGNWPS,5143,218,3632,329,964,5141,5091,2024-07-31
2024-2025,04,24,GUJARAT,446,GANDHINAGAR,IGNWPS,17729,286,31,13881,3531,17500,17728,2024-07-31
2024-2025,04,24,GUJARAT,452,NARMADA,IGNWPS,6483,190,4506,1575,209,6455,6479,2024-07-31
2024-2025,04,24,GUJARAT,455,PATAN,IGNWPS,20035,1326,164,8943,9599,20033,20035,2024-07-31
2024-2025,04,24,GUJARAT,674,"DEVBHUMI DWARKA",IGNWPS,4951,112,25,3325,1489,4940,4951,2024-07-31
2024-2025,04,27,MAHARASHTRA,467,AKOLA,IGNWPS,492,0,0,492,0,441,8,2024-07-31
2024-2025,04,27,MAHARASHTRA,468,AMRAVATI,IGNWPS,2980,137,688,2034,121,2162,763,2024-07-31
2024-2025,04,27,MAHARASHTRA,478,JALGAON,IGNWPS,16908,401,268,16028,211,15412,9611,2024-07-31
2024-2025,04,27,MAHARASHTRA,492,RATNAGIRI,IGNWPS,1405,116,9,642,638,1399,687,2024-07-31
2024-2025,04,27,MAHARASHTRA,494,SATARA,IGNWPS,1358,71,19,1109,159,1281,1214,2024-07-31
2024-2025,04,27,MAHARASHTRA,665,PALGHAR,IGNWPS,5211,134,2715,2255,107,4905,722,2024-07-31
2024-2025,04,28,"ANDHRA PRADESH",510,KRISHNA,IGNWPS,65318,15154,2464,14945,32755,37660,50937,2024-07-31
2024-2025,04,28,"ANDHRA PRADESH",744,Anakapalli,IGNWPS,5024,770,287,1359,2608,5024,5010,2024-07-31
2024-2025,04,28,"ANDHRA PRADESH",747,Konaseema,IGNWPS,8206,752,339,1528,5587,8206,8192,2024-07-31
2024-2025,04,28,"ANDHRA PRADESH",753,Annamayya,IGNWPS,8090,2227,452,2519,2892,8090,8076,2024-07-31
2024-2025,04,29,KARNATAKA,527,BELGAUM,IGNWPS,40466,3309,1451,8975,26731,38476,27248,2024-07-31
2024-2025,04,29,KARNATAKA,540,HAVERI,IGNWPS,15562,985,793,3680,10104,15288,12160,2024-07-31
2024-2025,04,29,KARNATAKA,542,KOLAR,IGNWPS,7038,673,159,3172,3034,6826,4799,2024-07-31
2024-2025,04,29,KARNATAKA,635,YADGIR,IGNWPS,577,71,36,173,297,556,44,2024-07-31
2024-2025,04,3,PUNJAB,28,BATHINDA,IGNWPS,867,13,0,854,0,520,688,2024-07-31
2024-2025,04,3,PUNJAB,662,PATHANKOT,IGNWPS,984,25,0,933,26,520,902,2024-07-31
2024-2025,04,30,GOA,551,"NORTH GOA",IGNWPS,2910,74,255,1879,702,2703,58,2024-07-31
2024-2025,04,32,KERALA,565,THIRUVANANTHAPURAM,IGNWPS,59629,3535,640,55454,0,51155,40252,2024-07-31
2024-2025,04,33,"TAMIL NADU",568,CHENNAI,IGNWPS,41148,12261,0,636,28251,20720,40810,2024-07-31
2024-2025,04,33,"TAMIL NADU",570,CUDDALORE,IGNWPS,28338,9396,12,1290,17640,23011,28019,2024-07-31
2024-2025,04,33,"TAMIL NADU",572,DINDIGUL,IGNWPS,5941,1330,2,37,4572,3195,5925,2024-07-31
2024-2025,04,33,"TAMIL NADU",579,NAGAPATTINAM,IGNWPS,13303,5609,0,117,7577,8546,13251,2024-07-31
2024-2025,04,33,"TAMIL NADU",588,THENI,IGNWPS,15704,1315,25,4034,10330,10380,15603,2024-07-31
2024-2025,04,33,"TAMIL NADU",590,THIRUVARUR,IGNWPS,10558,4671,0,1597,4290,7948,10535,2024-07-31
2024-2025,04,33,"TAMIL NADU",596,VILLUPPURAM,IGNWPS,22344,6582,828,2035,12899,16486,22272,2024-07-31
2024-2025,04,33,"TAMIL NADU",597,VIRUDHUNAGAR,IGNWPS,16130,2880,8,1585,11657,12048,16030,2024-07-31
2024-2025,04,34,PUDUCHERRY,600,PONDICHERRY,IGNWPS,9959,1502,37,8046,374,1342,0,2024-07-31
2024-2025,04,36,TELANGANA,501,ADILABAD,IGNWPS,13699,2722,3169,1454,6354,9911,12899,2024-07-31
2024-2025,04,36,TELANGANA,514,NALGONDA,IGNWPS,10409,2251,1360,698,6100,10241,8744,2024-07-31
2024-2025,04,36,TELANGANA,682,PEDDAPALLI,IGNWPS,1824,412,46,119,1247,1824,1711,2024-07-31
2024-2025,04,36,TELANGANA,684,MANCHERIAL,IGNWPS,6492,1620,1471,253,3148,6305,5325,2024-07-31
2024-2025,04,36,TELANGANA,690,"BHADRADRI KOTHAGUDEM",IGNWPS,4939,579,1776,21,2563,4869,4254,2024-07-31
2024-2025,04,36,TELANGANA,693,WANAPARTHY,IGNWPS,3641,606,426,213,2396,3613,2992,2024-07-31
2024-2025,04,36,TELANGANA,694,NAGARKURNOOL,IGNWPS,7733,1703,1571,415,4044,7499,6963,2024-07-31
2024-2025,04,36,TELANGANA,721,NARAYANPET,IGNWPS,3187,687,124,122,2254,3063,2984,2024-07-31
2024-2025,04,37,LADAKH,9,"LEH LADAKH",IGNWPS,193,0,193,0,0,95,20,2024-07-31
2024-2025,04,5,UTTARAKHAND,46,BAGESHWAR,IGNWPS,813,279,0,508,26,385,416,2024-07-31
2024-2025,04,5,UTTARAKHAND,49,DEHRADUN,IGNWPS,546,116,32,319,79,231,237,2024-07-31
2024-2025,04,5,UTTARAKHAND,52,"PAURI GARHWAL",IGNWPS,559,89,0,466,4,168,58,2024-07-31
2024-2025,04,5,UTTARAKHAND,54,"RUDRA PRAYAG",IGNWPS,1127,285,0,840,2,453,497,2024-07-31
2024-2025,04,5,UTTARAKHAND,56,"UDAM SINGH NAGAR",IGNWPS,4132,717,651,1581,1183,1703,3245,2024-07-31
2024-2025,04,6,HARYANA,61,FATEHABAD,IGNWPS,6831,1786,0,4153,892,3893,1775,2024-07-31
2024-2025,05,1,"JAMMU AND KASHMIR",1,ANANTNAG,IGNWPS,203,1,15,181,6,203,4,2024-07-31
2024-2025,05,1,"JAMMU AND KASHMIR",4,DODA,IGNWPS,243,9,17,217,0,241,33,2024-07-31
2024-2025,05,1,"JAMMU AND KASHMIR",5,JAMMU,IGNWPS,432,98,3,305,26,431,8,2024-07-31
2024-2025,05,1,"JAMMU AND KASHMIR",623,BANDIPORA,IGNWPS,386,0,53,332,1,383,33,2024-07-31
2024-2025,05,1,"JAMMU AND KASHMIR",626,GANDERWAL,IGNWPS,183,1,45,83,54,178,99,2024-07-31
2024-2025,05,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNWPS,496,5,9,276,206,496,410,2024-07-31
2024-2025,05,10,BIHAR,190,BANKA,IGNWPS,11415,2053,436,7390,1536,7885,9521,2024-07-31
2024-2025,05,10,BIHAR,195,DARBHANGA,IGNWPS,36983,5874,132,23775,7202,21745,29558,2024-07-31
2024-2025,05,10,BIHAR,209,NALANDA,IGNWPS,15769,3326,174,8313,3956,10427,12330,2024-07-31
2024-2025,05,10,BIHAR,213,"PURBI CHAMPARAN",IGNWPS,27427,4619,306,18059,4443,15564,19548,2024-07-31
2024-2025,05,10,BIHAR,218,SARAN,IGNWPS,18642,2167,220,14115,2140,12612,15942,2024-07-31
2024-2025,05,12,"ARUNACHAL PRADESH",231,"EAST KAMENG",IGNWPS,465,0,465,0,0,310,0,2024-07-31
2024-2025,05,12,"ARUNACHAL PRADESH",235,"LOWER DIBANG VALLEY",IGNWPS,200,0,144,55,1,145,30,2024-07-31
2024-2025,05,12,"ARUNACHAL PRADESH",242,"WEST KAMENG",IGNWPS,413,0,413,0,0,226,0,2024-07-31
2024-2025,05,12,"ARUNACHAL PRADESH",628,ANJAW,IGNWPS,148,0,148,0,0,102,0,2024-07-31
2024-2025,05,13,NAGALAND,614,KIPHIRE,IGNWPS,201,0,201,0,0,51,1,2024-07-31
2024-2025,05,14,MANIPUR,253,CHANDEL,IGNWPS,258,0,190,51,17,122,8,2024-07-31
2024-2025,05,14,MANIPUR,254,CHURACHANDPUR,IGNWPS,570,0,445,125,0,350,0,2024-07-31
2024-2025,05,14,MANIPUR,260,UKHRUL,IGNWPS,425,1,270,154,0,386,21,2024-07-31
2024-2025,05,15,MIZORAM,262,CHAMPHAI,IGNWPS,214,0,214,0,0,189,185,2024-07-31
2024-2025,05,15,MIZORAM,267,SAIHA,IGNWPS,165,0,80,85,0,94,111,2024-07-31
2024-2025,05,17,MEGHALAYA,663,"SOUTH WEST GARO HILLS",IGNWPS,327,7,255,58,7,254,2,2024-07-31
2024-2025,05,18,ASSAM,280,BARPETA,IGNWPS,4826,84,16,4689,37,3974,3906,2024-07-31
2024-2025,05,18,ASSAM,281,BONGAIGAON,IGNWPS,2746,137,23,2325,261,2217,2185,2024-07-31
2024-2025,05,18,ASSAM,287,GOALPARA,IGNWPS,4400,30,168,4145,57,3529,3414,2024-07-31
2024-2025,05,18,ASSAM,292,"KARBI ANGLONG",IGNWPS,2987,134,2067,410,376,2039,1600,2024-07-31
2024-2025,05,18,ASSAM,293,KARIMGANJ,IGNWPS,3804,175,7,3545,77,3476,2580,2024-07-31
2024-2025,05,18,ASSAM,612,CHIRANG,IGNWPS,1928,182,855,531,360,1306,1771,2024-07-31
2024-2025,05,19,"WEST BENGAL",309,DARJEELING,IGNWPS,8242,2455,1606,3961,215,7921,7519,2024-07-31
2024-2025,05,19,"WEST BENGAL",315,KOLKATA,IGNWPS,16799,0,0,16798,0,16543,13896,2024-07-31
2024-2025,05,19,"WEST BENGAL",316,MALDAH,IGNWPS,36637,6582,2159,27486,401,35779,35756,2024-07-31
2024-2025,05,2,"HIMACHAL PRADESH",18,KANGRA,IGNWPS,3646,1024,285,1182,1155,1571,0,2024-07-31
2024-2025,05,2,"HIMACHAL PRADESH",20,KULLU,IGNWPS,1247,484,12,715,36,524,0,2024-07-31
2024-2025,05,2,"HIMACHAL PRADESH",26,UNA,IGNWPS,2011,409,39,803,760,858,0,2024-07-31
2024-2025,05,20,JHARKHAND,323,CHATRA,IGNWPS,10733,3864,252,2476,4141,10582,9134,2024-07-31
2024-2025,05,20,JHARKHAND,332,HAZARIBAG,IGNWPS,17286,3629,93,12876,688,16761,12652,2024-07-31
2024-2025,05,20,JHARKHAND,333,JAMTARA,IGNWPS,5200,488,2129,234,2349,5100,4377,2024-07-31
2024-2025,05,20,JHARKHAND,337,PAKUR,IGNWPS,14359,300,7096,1189,5774,14221,14347,2024-07-31
2024-2025,05,20,JHARKHAND,607,RAMGARH,IGNWPS,5703,812,1571,423,2897,5681,5679,2024-07-31
2024-2025,05,21,ODISHA,350,CUTTACK,IGNWPS,24712,2711,569,16543,4889,22415,9556,2024-07-31
2024-2025,05,21,ODISHA,361,KENDUJHAR,IGNWPS,25607,1986,8170,12305,3146,25107,11495,2024-07-31
2024-2025,05,21,ODISHA,367,NAYAGARH,IGNWPS,12124,887,400,8021,2816,11777,8227,2024-07-31
2024-2025,05,21,ODISHA,371,SAMBALPUR,IGNWPS,12345,2207,4035,4423,1680,12251,9304,2024-07-31
2024-2025,05,21,ODISHA,372,SONEPUR,IGNWPS,6698,1565,631,1862,2640,6690,4019,2024-07-31
2024-2025,05,21,ODISHA,373,SUNDARGARH,IGNWPS,25245,1812,10294,11836,1303,24279,18116,2024-07-31
2024-2025,05,22,CHHATTISGARH,374,BASTAR,IGNWPS,9139,460,4451,3409,819,9131,3936,2024-07-31
2024-2025,05,22,CHHATTISGARH,378,DURG,IGNWPS,12885,809,459,7287,4330,12118,7889,2024-07-31
2024-2025,05,22,CHHATTISGARH,388,RAJNANDAGON,IGNWPS,9401,533,730,6145,1993,9075,3040,2024-07-31
2024-2025,05,22,CHHATTISGARH,389,SURGUJA,IGNWPS,4716,267,1050,2846,553,4464,785,2024-07-31
2024-2025,05,22,CHHATTISGARH,644,BALODABAZAR,IGNWPS,8768,1286,965,2368,4149,8488,2321,2024-07-31
2024-2025,05,22,CHHATTISGARH,647,MUNGELI,IGNWPS,5078,752,425,2109,1792,4869,1058,2024-07-31
2024-2025,05,22,CHHATTISGARH,734,"GAURELA- PENDRA-MARWAHI",IGNWPS,3272,77,516,2433,246,2734,866,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",407,GWALIOR,IGNWPS,7253,2146,1705,477,2925,3670,1892,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",416,MANDSAUR,IGNWPS,19219,5185,675,2597,10762,10260,5434,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",418,NARSINGHPUR,IGNWPS,15765,3319,2860,1538,8048,9251,3973,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",426,SATNA,IGNWPS,26902,5314,5661,5740,10187,12782,6038,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",429,SHAHDOL,IGNWPS,18637,1756,10569,1730,4582,9419,3544,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",430,SHAJAPUR,IGNWPS,10723,3775,505,1477,4966,5342,3056,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",431,SHEOPUR,IGNWPS,7367,1217,3719,261,2170,3741,1803,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",638,SINGRAULI,IGNWPS,10956,1531,4674,886,3865,4188,3391,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",639,ALIRAJPUR,IGNWPS,7327,311,6735,47,234,3501,1820,2024-07-31
2024-2025,05,23,"MADHYA PRADESH",667,"AGAR MALWA",IGNWPS,5769,1755,276,621,3117,2532,110,2024-07-31
2024-2025,05,24,GUJARAT,439,AMRELI,IGNWPS,2937,319,9,774,1835,2935,2937,2024-07-31
2024-2025,05,24,GUJARAT,442,BHARUCH,IGNWPS,7019,336,3068,2637,976,7019,7018,2024-07-31
2024-2025,05,24,GUJARAT,447,JAMNAGAR,IGNWPS,7091,314,8,4124,2644,7091,7091,2024-07-31
2024-2025,05,24,GUJARAT,451,MAHESANA,IGNWPS,13121,678,170,8164,4108,13116,13107,2024-07-31
2024-2025,05,24,GUJARAT,457,RAJKOT,IGNWPS,8072,586,276,5056,2154,8068,8068,2024-07-31
2024-2025,05,24,GUJARAT,668,"CHHOTA UDEPUR",IGNWPS,10096,214,4860,3905,1116,10033,10079,2024-07-31
2024-2025,05,24,GUJARAT,669,MAHISAGAR,IGNWPS,9744,284,1911,4111,3438,9744,9736,2024-07-31
2024-2025,05,24,GUJARAT,675,"GIR SOMNATH",IGNWPS,11428,317,22,7375,3713,11427,11426,2024-07-31
2024-2025,05,24,GUJARAT,676,BOTAD,IGNWPS,3023,240,10,458,2315,3023,3023,2024-07-31
2024-2025,05,27,MAHARASHTRA,466,AHMEDNAGAR,IGNWPS,2373,214,49,2003,107,2112,1881,2024-07-31
2024-2025,05,27,MAHARASHTRA,469,AURANGABAD,IGNWPS,873,5,0,867,1,809,464,2024-07-31
2024-2025,05,27,MAHARASHTRA,471,BHANDARA,IGNWPS,6930,847,294,3422,2367,6459,6912,2024-07-31
2024-2025,05,27,MAHARASHTRA,487,NASHIK,IGNWPS,9260,686,2682,5632,260,7664,1512,2024-07-31
2024-2025,05,27,MAHARASHTRA,491,RAIGAD,IGNWPS,1687,80,285,1026,296,1652,497,2024-07-31
2024-2025,06,1,"JAMMU AND KASHMIR",13,SRINAGAR,IGNWPS,576,0,1,574,1,536,221,2024-07-31
2024-2025,06,1,"JAMMU AND KASHMIR",5,JAMMU,IGNWPS,432,98,3,305,26,431,9,2024-07-31
2024-2025,06,1,"JAMMU AND KASHMIR",621,RAMBAN,IGNWPS,236,1,1,234,0,198,64,2024-07-31
2024-2025,06,1,"JAMMU AND KASHMIR",622,KULGAM,IGNWPS,390,20,0,357,13,390,29,2024-07-31
2024-2025,06,1,"JAMMU AND KASHMIR",8,KUPWARA,IGNWPS,494,5,9,274,206,494,408,2024-07-31
2024-2025,06,10,BIHAR,193,BHOJPUR,IGNWPS,10092,2050,126,4385,3531,5455,7795,2024-07-31
2024-2025,06,10,BIHAR,195,DARBHANGA,IGNWPS,36983,5874,132,23775,7202,21745,29558,2024-07-31
2024-2025,06,10,BIHAR,197,GOPALGANJ,IGNWPS,20279,3681,733,7924,7941,10629,16971,2024-07-31
2024-2025,06,10,BIHAR,199,JEHANABAD,IGNWPS,5200,837,295,1924,2144,3949,3781,2024-07-31
2024-2025,06,10,BIHAR,205,MADHEPURA,IGNWPS,16359,2167,194,12326,1672,11055,13258,2024-07-31
2024-2025,06,10,BIHAR,206,MADHUBANI,IGNWPS,34795,2924,144,27609,4118,23990,27940,2024-07-31
2024-2025,06,10,BIHAR,210,NAWADA,IGNWPS,6465,2275,73,1552,2565,4176,4933,2024-07-31
2024-2025,06,10,BIHAR,211,"PASHCHIM CHAMPARAN",IGNWPS,23640,2469,985,17130,3056,13313,19300,2024-07-31
2024-2025,06,10,BIHAR,212,PATNA,IGNWPS,21266,3921,149,11884,5312,11657,12657,2024-07-31
2024-2025,06,10,BIHAR,215,ROHTAS,IGNWPS,12709,1549,147,9748,1265,8417,9737,2024-07-31
2024-2025,06,10,BIHAR,216,SAHARSA,IGNWPS,12568,2088,66,7037,3377,8442,10197,2024-07-31
2024-2025,06,12,"ARUNACHAL PRADESH",229,CHANGLANG,IGNWPS,349,0,349,0,0,230,319,2024-07-31
2024-2025,06,12,"ARUNACHAL PRADESH",230,"UPPER DIBANG VALLEY",IGNWPS,78,0,78,0,0,51,0,2024-07-31
2024-2025,06,12,"ARUNACHAL PRADESH",240,"UPPER SIANG",IGNWPS,88,0,88,0,0,61,0,2024-07-31
2024-2025,06,12,"ARUNACHAL PRADESH",666,LONGDING,IGNWPS,260,0,260,0,0,213,1,2024-07-31
2024-2025,06,12,"ARUNACHAL PRADESH",678,NAMSAI,IGNWPS,142,0,142,0,0,71,0,2024-07-31
2024-2025,06,12,"ARUNACHAL PRADESH",719,"LOWER SIANG",IGNWPS,83,0,83,0,0,28,3,2024-07-31
2024-2025,06,13,NAGALAND,244,DIMAPUR,IGNWPS,569,0,557,5,7,0,0,2024-07-31
